f,g,key norm,h,k1 (non-ternary),k1-norm,k2 (ternary),k2-norm,beta1,beta2,total time (seconds)
"-1, -1, -1, -1, 1, 0, 0, -1, 1, -1, 1, 1, 0, 0, 0, 1, -1, -1, -1, 1, 1, 1, 1, -1, 1, -1, 1, -1, 0, 1, 1, 0, -1, -1, 1, 1, 0, 0, 0, 1, -1, 0, 1, 0, 0, 0, 1, 0, -1, 1, 0, 1, 1, -1, 0, 0, -1, -1, 0, 0, -1","0, 0, -1, 1, -1, 0, 0, -1, 1, -1, -1, 1, 0, 1, 1, -1, 0, -1, -1, 1, 1, 0, 1, 0, 0, 1, -1, 0, 1, 0, 0, -1, 0, -1, 1, -1, -1, -1, 1, 0, -1, 1, 1, 0, 0, 0, -1, 0, -1, 1, 1, 0, 0, 1, 1, -1, 1, 0, -1, 1, -1",9.0,"313, 162, 31, 436, 118, 83, 163, 208, 435, 109, 256, 88, 422, 6, 63, 451, 178, 403, 110, 54, 390, 121, 361, 223, 509, 131, 104, 15, 45, 338, 86, 470, 481, 57, 476, 243, 413, 123, 31, 220, 315, 503, 266, 482, 34, 4, 35, 4, 55, 418, 388, 262, 93, 212, 7, 391, 494, 427, 194, 13, 301","-1, 0, -1, -1, 1, 1, 0, 1, 0, 0, 1, -1, 0, 1, 0, 0, -1, 0, -1, 1, -1, -1, -1, 1, 0, -1, 1, 1, 0, 0, 0, -1, 0, -1, 1, 1, 0, 0, 1, 1, -1, 1, 0, -1, 1, -1, 0, 0, -1, 1, -1, 0, 0, -1, 1, -1, -1, 1, 0, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 1, -1, 1, -1, 0, 1, 1, 0, -1, -1, 1, 1, 0, 0, 0, 1, -1, 0, 1, 0, 0, 0, 1, 0, -1, 1, 0, 1, 1, -1, 0, 0, -1, -1, 0, 0, -1, -1, -1, -1, -1, 1, 0, 0, -1, 1, -1, 1, 1, 0, 0, 0",9.0,"-1, 0, -1, -1, 1, 1, 0, 1, 0, 0, 1, -1, 0, 1, 0, 0, -1, 0, -1, 1, -1, -1, -1, 1, 0, -1, 1, 1, 0, 0, 0, -1, 0, -1, 1, 1, 0, 0, 1, 1, -1, 1, 0, -1, 1, -1, 0, 0, -1, 1, -1, 0, 0, -1, 1, -1, -1, 1, 0, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 1, -1, 1, -1, 0, 1, 1, 0, -1, -1, 1, 1, 0, 0, 0, 1, -1, 0, 1, 0, 0, 0, 1, 0, -1, 1, 0, 1, 1, -1, 0, 0, -1, -1, 0, 0, -1, -1, -1, -1, -1, 1, 0, 0, -1, 1, -1, 1, 1, 0, 0, 0",9.0,2,2,0.7952587604522705
"0, -1, 1, 0, 0, 0, 0, 0, 0, 1, -1, 0, 1, -1, 0, 0, -1, -1, 0, -1, 0, 1, 0, 1, 0, -1, 1, -1, -1, 0, 1, 1, -1, 1, -1, 0, 1, -1, 1, 1, -1, 1, -1, -1, 1, -1, 1, 0, 0, 1, -1, 1, -1, 0, 1, 1, 0, 1, 1, -1, -1","0, 0, 1, 0, 0, -1, -1, -1, 1, -1, 0, 0, 0, 0, 0, -1, 0, 1, 0, 1, -1, 1, 1, 0, -1, -1, 1, 0, -1, -1, 0, 1, -1, 0, 0, 1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 0, 0, 0, -1, 1, -1, -1, 0, -1, -1, 0, 1, 1, 1, -1, 1",9.0,"390, 145, 312, 321, 404, 263, 375, 459, 200, 405, 497, 327, 340, 446, 144, 391, 372, 73, 361, 212, 247, 223, 439, 399, 69, 452, 390, 248, 411, 78, 267, 50, 21, 509, 494, 59, 150, 66, 223, 92, 138, 349, 153, 200, 136, 392, 359, 163, 356, 258, 149, 150, 471, 326, 43, 152, 490, 377, 340, 462, 108","1, 0, 0, 0, 0, 0, 1, 0, -1, 0, -1, 1, -1, -1, 0, 1, 1, -1, 0, 1, 1, 0, -1, 1, 0, 0, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, 0, 0, 1, -1, 1, 1, 0, 1, 1, 0, -1, -1, -1, 1, -1, 0, 0, -1, 0, 0, 1, 1, 1, -1, -1, 1, 0, -1, 1, 0, 0, 1, 1, 0, 1, 0, -1, 0, -1, 0, 1, -1, 1, 1, 0, -1, -1, 1, -1, 1, 0, -1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 0, 0, -1, 1, -1, 1, 0, -1, -1, 0, -1, -1, 1, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0",9.0,"1, 0, 0, 0, 0, 0, 1, 0, -1, 0, -1, 1, -1, -1, 0, 1, 1, -1, 0, 1, 1, 0, -1, 1, 0, 0, -1, -1, -1, 1, -1, 1, 1, -1, -1, -1, 0, 0, 0, 1, -1, 1, 1, 0, 1, 1, 0, -1, -1, -1, 1, -1, 0, 0, -1, 0, 0, 1, 1, 1, -1, -1, 1, 0, -1, 1, 0, 0, 1, 1, 0, 1, 0, -1, 0, -1, 0, 1, -1, 1, 1, 0, -1, -1, 1, -1, 1, 0, -1, 1, -1, -1, 1, -1, 1, 1, -1, 1, -1, 0, 0, -1, 1, -1, 1, 0, -1, -1, 0, -1, -1, 1, 1, 0, 1, -1, 0, 0, 0, 0, 0, 0",9.0,2,2,0.7073314189910889
"1, 0, -1, 0, 0, 0, 1, 1, 1, -1, -1, 0, -1, -1, -1, -1, -1, 1, 0, 0, -1, 1, 1, 0, 0, 0, 1, 1, 1, 0, -1, -1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, -1, 1, -1, 1, 1, -1, 1, -1, 0, 1, 0, -1, 0, -1, 0, 1, -1, -1, -1","-1, -1, 1, 1, -1, -1, -1, 0, 0, 1, -1, -1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, -1, 0, -1, 0, 0, 1, -1, -1, 1, -1, 1, 1, 1, 0, 0, 0, 0, 0, 0, -1, 1, -1, 0, 1, -1, -1, -1, -1, -1, 1, -1, 1",9.0,"201, 187, 95, 161, 501, 87, 45, 117, 235, 434, 494, 489, 281, 133, 268, 429, 154, 170, 82, 231, 36, 60, 152, 413, 113, 22, 201, 387, 511, 477, 9, 397, 108, 345, 445, 428, 407, 96, 474, 290, 467, 82, 327, 399, 195, 481, 337, 262, 131, 486, 147, 105, 96, 321, 230, 169, 78, 481, 91, 67, 243","0, 1, 1, -1, 0, -1, 0, 0, 1, -1, -1, 1, -1, 1, 1, 1, 0, 0, 0, 0, 0, 0, -1, 1, -1, 0, 1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, 1, 1, -1, -1, -1, 0, 0, 1, -1, -1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, -1, -1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, -1, 1, -1, 1, 1, -1, 1, -1, 0, 1, 0, -1, 0, -1, 0, 1, -1, -1, -1, 1, 0, -1, 0, 0, 0, 1, 1, 1, -1, -1, 0, -1, -1, -1, -1, -1, 1, 0, 0, -1, 1, 1, 0, 0, 0",9.0,"0, 1, 1, -1, 0, -1, 0, 0, 1, -1, -1, 1, -1, 1, 1, 1, 0, 0, 0, 0, 0, 0, -1, 1, -1, 0, 1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1, 1, 1, -1, -1, -1, 0, 0, 1, -1, -1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, -1, -1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, -1, 1, -1, 1, 1, -1, 1, -1, 0, 1, 0, -1, 0, -1, 0, 1, -1, -1, -1, 1, 0, -1, 0, 0, 0, 1, 1, 1, -1, -1, 0, -1, -1, -1, -1, -1, 1, 0, 0, -1, 1, 1, 0, 0, 0",9.0,2,2,0.742983341217041
"0, 0, -1, -1, 0, 0, 0, -1, 0, -1, -1, 0, -1, -1, 1, -1, 1, 1, -1, 1, 1, 1, 0, 0, -1, -1, -1, 1, 0, 1, 1, -1, 1, 0, 1, -1, 1, -1, 0, 1, 0, 0, 1, -1, 1, 0, -1, 0, -1, 1, 1, 0, 0, 1, 1, 1, -1, 0, 0, 1, -1","-1, -1, 0, 1, 0, -1, -1, 1, 0, -1, -1, 1, 0, 1, 1, -1, 1, -1, 0, 0, -1, 0, 1, 1, 0, -1, -1, 1, 1, -1, 0, 0, 1, 1, 1, 0, 0, 0, -1, 0, 1, 1, 1, 0, 0, 1, 0, -1, 0, 0, -1, 1, -1, 1, -1, -1, 0, -1, -1, 1, 0",9.0,"81, 9, 421, 289, 156, 193, 390, 360, 403, 236, 153, 493, 230, 140, 235, 221, 213, 267, 418, 99, 357, 141, 466, 173, 51, 470, 311, 107, 33, 482, 3, 303, 268, 266, 300, 32, 480, 509, 9, 111, 271, 297, 175, 53, 424, 163, 343, 293, 135, 205, 340, 58, 502, 189, 174, 386, 249, 17, 48, 238, 409","-1, 0, 1, 1, -1, 0, -1, -1, 1, -1, 1, 0, 0, 1, 0, -1, -1, 0, 1, 1, -1, -1, 1, 0, 0, -1, -1, -1, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, 1, -1, 1, 1, 0, 1, 1, -1, 0, 1, 1, 0, -1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, -1, 1, -1, -1, 1, -1, -1, -1, 0, 0, 1, 1, 1, -1, 0, -1, -1, 1, -1, 0, -1, 1, -1, 1, 0, -1, 0, 0, -1, 1, -1, 0, 1, 0, 1, -1, -1, 0, 0, -1, -1, -1, 1, 0, 0, -1, 1, 0, 0, 1, 1, 0, 0, 0",9.0,"-1, 0, 1, 1, -1, 0, -1, -1, 1, -1, 1, 0, 0, 1, 0, -1, -1, 0, 1, 1, -1, -1, 1, 0, 0, -1, -1, -1, 0, 0, 0, 1, 0, -1, -1, -1, 0, 0, -1, 0, 1, 0, 0, 1, -1, 1, -1, 1, 1, 0, 1, 1, -1, 0, 1, 1, 0, -1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, -1, 1, -1, -1, 1, -1, -1, -1, 0, 0, 1, 1, 1, -1, 0, -1, -1, 1, -1, 0, -1, 1, -1, 1, 0, -1, 0, 0, -1, 1, -1, 0, 1, 0, 1, -1, -1, 0, 0, -1, -1, -1, 1, 0, 0, -1, 1, 0, 0, 1, 1, 0, 0, 0",9.0,2,2,0.77469801902771
"-1, 0, 1, 1, -1, 0, 0, -1, -1, 0, 1, -1, 1, -1, 0, 1, 1, 0, -1, 1, 0, -1, -1, 1, 0, -1, 0, 0, 0, 1, -1, 1, -1, 0, 1, -1, -1, 0, 1, -1, 0, -1, 0, 1, -1, 0, 1, 1, 0, 0, -1, 1, -1, 0, 1, 1, 1, -1, 0, 1, 1","0, 1, 1, 1, 0, -1, 0, -1, 0, -1, -1, 1, -1, 1, 1, 0, 0, -1, 1, 0, 0, 0, 1, 1, -1, 1, 0, 0, 1, 1, 0, 1, 1, -1, 1, -1, -1, -1, 0, 0, 1, -1, 0, -1, -1, -1, -1, 1, 0, -1, 0, 0, 0, 1, 0, -1, -1, 0, 1, -1, 1",9.0,"494, 440, 438, 143, 487, 70, 357, 231, 254, 421, 480, 501, 436, 407, 264, 510, 122, 454, 459, 446, 450, 38, 120, 211, 108, 492, 186, 309, 114, 177, 120, 75, 49, 502, 228, 236, 304, 357, 226, 265, 220, 161, 343, 170, 239, 219, 326, 218, 431, 339, 23, 434, 82, 52, 347, 433, 57, 329, 280, 405, 319","-1, 0, -1, -1, 1, -1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 1, 1, 1, -1, 0, 1, 0, 0, 0, -1, 0, 1, 1, 0, -1, 1, -1, 0, -1, -1, -1, 0, 1, 0, 1, 0, 1, 1, -1, 1, -1, -1, 0, 0, 1, -1, 0, 0, 0, -1, -1, 1, -1, 0, 0, -1, -1, 1, -1, 1, 0, -1, 1, 1, 0, -1, 1, 0, 1, 0, -1, 1, 0, -1, -1, 0, 0, 1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 0, -1, -1, 1, 0, 0, 1, 1, 0, -1, 1, -1, 1, 0, -1, -1, 0, 1, -1, 0, 1, 1, -1, 0, 1, 0, 0, 0",9.0,"-1, 0, -1, -1, 1, -1, 1, 1, 1, 0, 0, -1, 1, 0, 1, 1, 1, 1, -1, 0, 1, 0, 0, 0, -1, 0, 1, 1, 0, -1, 1, -1, 0, -1, -1, -1, 0, 1, 0, 1, 0, 1, 1, -1, 1, -1, -1, 0, 0, 1, -1, 0, 0, 0, -1, -1, 1, -1, 0, 0, -1, -1, 1, -1, 1, 0, -1, 1, 1, 0, -1, 1, 0, 1, 0, -1, 1, 0, -1, -1, 0, 0, 1, -1, 1, 0, -1, -1, -1, 1, 0, -1, -1, 1, 0, -1, -1, 1, 0, 0, 1, 1, 0, -1, 1, -1, 1, 0, -1, -1, 0, 1, -1, 0, 1, 1, -1, 0, 1, 0, 0, 0",9.0,2,2,0.7891247272491455
"-1, -1, -1, 1, 1, 1, 0, 0, 1, 0, 1, -1, -1, -1, 0, -1, 0, -1, 0, 0, 1, 1, 0, 1, 1, 0, 1, -1, 1, 1, -1, -1, 0, 0, 1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 0, -1, 1, 0, 1, -1, 0, -1, 0, -1, 1, -1, 1, 1, 0, 0, 1","-1, 1, 1, -1, 1, -1, 1, -1, -1, 1, 0, 0, -1, 1, -1, 1, 1, 0, -1, 0, 0, 1, 1, 0, 0, -1, -1, -1, -1, 1, -1, 0, 0, -1, 0, -1, 1, -1, -1, 1, -1, 0, 1, 1, 0, 0, -1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, -1, 1, 0, 1",9.0,"429, 104, 78, 43, 410, 214, 397, 230, 322, 509, 38, 75, 23, 260, 347, 272, 440, 198, 214, 248, 251, 366, 495, 394, 260, 232, 204, 305, 370, 412, 420, 410, 5, 437, 14, 354, 302, 296, 76, 379, 366, 394, 57, 354, 343, 167, 410, 405, 263, 360, 98, 225, 370, 224, 3, 73, 383, 510, 444, 206, 408","0, -1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, -1, 1, 0, 1, -1, 1, 1, -1, 1, -1, 1, -1, -1, 1, 0, 0, -1, 1, -1, 1, 1, 0, -1, 0, 0, 1, 1, 0, 0, -1, -1, -1, -1, 1, -1, 0, 0, -1, 0, -1, 1, -1, -1, 1, -1, 0, 1, 1, 0, -1, 1, 0, 1, -1, 0, -1, 0, -1, 1, -1, 1, 1, 0, 0, 1, -1, -1, -1, 1, 1, 1, 0, 0, 1, 0, 1, -1, -1, -1, 0, -1, 0, -1, 0, 0, 1, 1, 0, 1, 1, 0, 1, -1, 1, 1, -1, -1, 0, 0, 1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 0",9.0,"0, -1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, -1, 1, 0, 1, -1, 1, 1, -1, 1, -1, 1, -1, -1, 1, 0, 0, -1, 1, -1, 1, 1, 0, -1, 0, 0, 1, 1, 0, 0, -1, -1, -1, -1, 1, -1, 0, 0, -1, 0, -1, 1, -1, -1, 1, -1, 0, 1, 1, 0, -1, 1, 0, 1, -1, 0, -1, 0, -1, 1, -1, 1, 1, 0, 0, 1, -1, -1, -1, 1, 1, 1, 0, 0, 1, 0, 1, -1, -1, -1, 0, -1, 0, -1, 0, 0, 1, 1, 0, 1, 1, 0, 1, -1, 1, 1, -1, -1, 0, 0, 1, -1, -1, -1, 1, 0, -1, 1, 0, 0, 0",9.0,2,2,0.8880136013031006
"0, 0, 0, 1, 0, -1, 0, 1, 0, -1, 0, 0, 0, 1, -1, 0, 1, 1, -1, -1, 1, -1, 1, 1, 1, 0, 0, 0, -1, 0, -1, -1, 0, -1, 1, -1, 0, 0, 0, -1, 1, 0, 1, 1, -1, 1, 1, -1, -1, 0, -1, 1, -1, 1, 1, 1, 1, -1, 1, -1, -1","0, 1, -1, 1, -1, 0, -1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, -1, -1, 1, 0, 0, 1, 0, -1, 0, -1, -1, -1, -1, 1, 1, 0, 0, -1, -1, 0, 1, 0, -1, -1, 1, 1, -1, 1, 1, 1, -1, 1, 1, 0, -1, -1, -1, 0, -1, 1, 1, 0, 1",9.0,"110, 118, 313, 26, 19, 211, 395, 481, 364, 210, 393, 79, 494, 454, 415, 91, 234, 380, 314, 323, 482, 254, 224, 43, 41, 306, 464, 11, 54, 239, 272, 150, 337, 113, 255, 170, 492, 495, 433, 463, 160, 90, 440, 318, 21, 507, 18, 247, 351, 89, 17, 507, 165, 375, 408, 371, 225, 210, 491, 468, 184","0, 1, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, 0, 1, 1, 1, 0, 1, -1, -1, 0, -1, 0, -1, 1, -1, 1, 0, 1, 0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 1, 1, -1, 0, 0, -1, 0, 1, 0, 1, 1, 1, 1, -1, -1, 0, 0, 1, 1, 0, -1, 1, -1, 0, -1, -1, 1, -1, -1, 1, 1, 0, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, 1, 0, 0, 0, -1, 0, 1, 0, -1, 0, 1, 0, 0, 0, -1, 1, 0, -1, -1, 1, 1, -1, 1, -1, -1, -1, 0, 0, 0, 1, 0, 1, 1, 0, 1, -1, 1, 0, 0, 0",9.0,"0, 1, 1, -1, -1, 1, -1, -1, -1, 1, -1, -1, 0, 1, 1, 1, 0, 1, -1, -1, 0, -1, 0, -1, 1, -1, 1, 0, 1, 0, -1, -1, 0, 0, 0, -1, 0, 0, 0, 0, 1, 1, -1, 0, 0, -1, 0, 1, 0, 1, 1, 1, 1, -1, -1, 0, 0, 1, 1, 0, -1, 1, -1, 0, -1, -1, 1, -1, -1, 1, 1, 0, 1, -1, 1, -1, -1, -1, -1, 1, -1, 1, 1, 0, 0, 0, -1, 0, 1, 0, -1, 0, 1, 0, 0, 0, -1, 1, 0, -1, -1, 1, 1, -1, 1, -1, -1, -1, 0, 0, 0, 1, 0, 1, 1, 0, 1, -1, 1, 0, 0, 0",9.0,2,2,0.7945418357849121
"0, 1, 0, -1, 1, 1, -1, 0, -1, -1, 1, 1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 0, -1, 0, -1, 0, -1, -1, 1, 1, 0, 0, 1, -1, 1, -1, -1, 1, -1, 0, -1, 0, 1, -1, 1, -1, 0, -1, 1, -1","0, 1, -1, 1, -1, 1, 0, 1, 0, 0, -1, 1, 0, 1, -1, -1, 0, -1, 0, 1, -1, 0, 0, -1, -1, 0, 0, 1, -1, 1, -1, 1, 0, 1, -1, 0, -1, 0, 1, -1, -1, 1, 0, 1, 0, 0, 0, 0, 1, -1, 1, -1, 1, -1, -1, -1, 1, 1, 0, 0, 1",9.0,"480, 49, 483, 397, 457, 36, 246, 51, 21, 478, 302, 427, 120, 363, 312, 242, 419, 35, 366, 166, 461, 112, 496, 164, 442, 455, 132, 430, 462, 180, 447, 373, 264, 332, 473, 89, 359, 35, 242, 183, 219, 235, 151, 359, 437, 159, 60, 469, 507, 161, 299, 432, 140, 220, 489, 425, 316, 137, 438, 65, 109","0, -1, -1, 0, 0, 1, -1, 1, -1, 1, 0, 1, -1, 0, -1, 0, 1, -1, -1, 1, 0, 1, 0, 0, 0, 0, 1, -1, 1, -1, 1, -1, -1, -1, 1, 1, 0, 0, 1, 0, 1, -1, 1, -1, 1, 0, 1, 0, 0, -1, 1, 0, 1, -1, -1, 0, -1, 0, 1, -1, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 0, -1, 0, -1, 0, -1, -1, 1, 1, 0, 0, 1, -1, 1, -1, -1, 1, -1, 0, -1, 0, 1, -1, 1, -1, 0, -1, 1, -1, 0, 1, 0, -1, 1, 1, -1, 0, -1, -1, 1, 1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0",9.0,"0, -1, -1, 0, 0, 1, -1, 1, -1, 1, 0, 1, -1, 0, -1, 0, 1, -1, -1, 1, 0, 1, 0, 0, 0, 0, 1, -1, 1, -1, 1, -1, -1, -1, 1, 1, 0, 0, 1, 0, 1, -1, 1, -1, 1, 0, 1, 0, 0, -1, 1, 0, 1, -1, -1, 0, -1, 0, 1, -1, 0, 1, 1, 1, 1, 0, 1, -1, -1, 1, 0, 0, -1, 0, -1, 0, -1, -1, 1, 1, 0, 0, 1, -1, 1, -1, -1, 1, -1, 0, -1, 0, 1, -1, 1, -1, 0, -1, 1, -1, 0, 1, 0, -1, 1, 1, -1, 0, -1, -1, 1, 1, 1, -1, 1, 0, 0, 0, 0, 0, 0, 0",9.0,2,2,0.7922933101654053
"1, 1, 1, 0, 0, -1, -1, 1, 1, 0, 1, -1, 1, 1, 0, -1, -1, 1, 1, 0, 1, 0, 0, 1, -1, -1, 0, 0, 1, -1, -1, 0, 0, 0, 0, 0, -1, 0, 1, -1, 1, 1, -1, 0, 1, 1, 1, -1, 1, -1, -1, 1, 0, -1, -1, -1, -1, 0, 0, -1, 0","1, 1, 1, -1, -1, -1, -1, 1, 0, 1, 0, -1, 0, 1, 0, -1, -1, 0, 0, -1, 1, -1, 0, 0, -1, -1, 0, 1, 1, 1, 1, -1, 1, 1, 0, 0, 0, -1, -1, -1, -1, 0, 0, -1, 1, 1, 0, 1, -1, 0, 0, -1, 1, 1, 1, 0, 0, 0, 0, 1, -1",9.0,"226, 152, 415, 221, 331, 178, 246, 238, 96, 32, 6, 277, 369, 331, 273, 275, 22, 40, 80, 441, 428, 75, 268, 455, 12, 243, 469, 430, 95, 157, 272, 203, 102, 165, 45, 328, 251, 441, 500, 245, 447, 275, 389, 270, 399, 6, 404, 242, 421, 39, 5, 79, 399, 465, 201, 414, 89, 74, 509, 134, 154","0, 1, 1, 1, 1, 0, 0, 1, -1, -1, 0, -1, 1, 0, 0, 1, -1, -1, -1, 0, 0, 0, 0, -1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 0, -1, 0, 1, 0, -1, 0, 1, 1, 0, 0, 1, -1, 1, 0, 0, 1, 1, 0, -1, -1, -1, -1, 1, -1, -1, 0, 0, 1, 0, -1, 1, -1, -1, 1, 0, -1, -1, -1, 1, -1, 1, 1, -1, 0, 1, 1, 1, 1, 0, 0, 1, 0, -1, -1, -1, 0, 0, 1, 1, -1, -1, 0, -1, 1, -1, -1, 0, 1, 1, -1, -1, 0, -1, 0, 0, -1, 1, 1, 0, 0, -1, 1, 1, 0, 0, 0, 0, 0",9.0,"0, 1, 1, 1, 1, 0, 0, 1, -1, -1, 0, -1, 1, 0, 0, 1, -1, -1, -1, 0, 0, 0, 0, -1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 0, -1, 0, 1, 0, -1, 0, 1, 1, 0, 0, 1, -1, 1, 0, 0, 1, 1, 0, -1, -1, -1, -1, 1, -1, -1, 0, 0, 1, 0, -1, 1, -1, -1, 1, 0, -1, -1, -1, 1, -1, 1, 1, -1, 0, 1, 1, 1, 1, 0, 0, 1, 0, -1, -1, -1, 0, 0, 1, 1, -1, -1, 0, -1, 1, -1, -1, 0, 1, 1, -1, -1, 0, -1, 0, 0, -1, 1, 1, 0, 0, -1, 1, 1, 0, 0, 0, 0, 0",9.0,2,2,0.7562742233276367
"-1, 0, -1, 1, 1, 0, 0, 1, 0, 1, 1, 1, -1, 0, -1, 0, -1, -1, 1, -1, 0, 1, -1, 0, 1, 1, -1, -1, -1, -1, 1, 0, 1, -1, 0, -1, 1, -1, 1, 1, 0, 0, -1, 0, 1, -1, 1, 0, 1, 1, 1, 1, 0, 0, -1, 0, 0, 0, -1, -1, 0","-1, 1, -1, 0, 1, 0, -1, 0, 0, 0, -1, -1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, -1, 0, 1, 0, -1, -1, 0, -1, 1, 0, 1, -1, -1, -1, 0, 1, 0, -1, 1, 1, -1, 1, -1, 0, 1, 1, -1, 0, -1, -1, 0, -1, 1, 0, -1, 0, 1, 0, 0",9.0,"153, 498, 218, 319, 209, 412, 298, 35, 100, 198, 316, 436, 69, 343, 212, 36, 351, 245, 367, 256, 245, 81, 243, 306, 452, 385, 367, 35, 433, 283, 342, 309, 233, 467, 408, 174, 159, 188, 261, 311, 26, 478, 26, 275, 45, 291, 346, 59, 439, 151, 5, 380, 204, 385, 116, 182, 275, 147, 288, 11, 478","-1, 0, 0, 1, -1, 1, 0, -1, 0, 1, 0, 0, 0, 1, 1, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1, 1, 0, -1, 0, 1, 1, 0, 1, -1, 0, -1, 1, 1, 1, 0, -1, 0, 1, -1, -1, 1, -1, 1, 0, -1, -1, 1, 0, 1, 1, 0, 1, -1, 0, 1, 0, 1, 1, 0, 1, 0, 1, -1, -1, 0, 0, -1, 0, -1, -1, -1, 1, 0, 1, 0, 1, 1, -1, 1, 0, -1, 1, 0, -1, -1, 1, 1, 1, 1, -1, 0, -1, 1, 0, 1, -1, 1, -1, -1, 0, 0, 1, 0, -1, 1, -1, 0, -1, -1, -1, -1, 0, 0, 1, 0, 0, 0",9.0,"-1, 0, 0, 1, -1, 1, 0, -1, 0, 1, 0, 0, 0, 1, 1, 0, 0, -1, -1, -1, 0, -1, -1, -1, -1, 1, 0, -1, 0, 1, 1, 0, 1, -1, 0, -1, 1, 1, 1, 0, -1, 0, 1, -1, -1, 1, -1, 1, 0, -1, -1, 1, 0, 1, 1, 0, 1, -1, 0, 1, 0, 1, 1, 0, 1, 0, 1, -1, -1, 0, 0, -1, 0, -1, -1, -1, 1, 0, 1, 0, 1, 1, -1, 1, 0, -1, 1, 0, -1, -1, 1, 1, 1, 1, -1, 0, -1, 1, 0, 1, -1, 1, -1, -1, 0, 0, 1, 0, -1, 1, -1, 0, -1, -1, -1, -1, 0, 0, 1, 0, 0, 0",9.0,2,2,0.833221435546875
